time,amplitude
0.0,0.00013614452841909097
2.2675788380472517e-05,-0.00027228905683818194
4.5351576760945034e-05,0.0007487949063050004
6.802736514141755e-05,0.00027228905683818194
9.070315352189007e-05,-0.00020421679262863646
0.00011337894190236258,0.00027228905683818194
0.0001360547302828351,0.0004084335852572729
0.0001587305186633076,0.00020421679262863646
0.00018140630704378014,-0.00013614452841909097
0.00020408209542425266,6.807226420954549e-05
0.00022675788380472516,-3.403613210477274e-05
0.00024943367218519766,0.0003403613210477275
0.0002721094605656702,0.00013614452841909097
0.0002947852489461427,0.0
0.0003174610373266152,-0.00017018066052386374
0.00034013682570708777,-0.00027228905683818194
0.00036281261408756027,-0.00028930712289056837
0.00038548840246803277,-0.0003403613210477275
0.0004081641908485053,0.00013614452841909097
0.0004308399792289778,1.701806605238637e-05
0.0004535157676094503,-4.2545165130965935e-05
0.0004761915559899229,8.509033026193186e-06
0.0004988673443703953,-0.00012763549539289779
0.0005215431327508679,0.00010849017108396313
0.0005442189211313404,-0.0005908459807562894
0.0005668947095118129,-1.2763549539289779e-05
0.0005895704978922854,-0.00011912646236670463
0.000612246286272758,-5.956323118335231e-05
0.0006349220746532304,0.0003233432549953411
0.000657597863033703,-0.00039141551920488654
0.0006802736514141755,-1.701806605238637e-05
0.000702949439794648,-1.701806605238637e-05
0.0007256252281751205,-0.0003403613210477275
0.0007483010165555931,-0.00020421679262863646
0.0007709768049360655,0.0
0.0007936525933165381,0.0
0.0008163283816970106,-0.00013614452841909097
0.0008390041700774831,-0.00010210839631431823
0.0008616799584579556,0.00010210839631431823
0.0008843557468384282,-6.807226420954549e-05
0.0009070315352189006,-0.00017018066052386374
0.0009297073235993732,-0.0003403613210477275
0.0009523831119798458,-6.807226420954549e-05
0.0009750589003603182,-0.00027228905683818194
0.0009977346887407906,-0.00027228905683818194
0.0010204104771212633,-0.00013614452841909097
0.0010430862655017358,0.0
0.0010657620538822082,-0.00013614452841909097
0.0010884378422626809,-0.00020421679262863646
0.0011111136306431533,0.0
0.0011337894190236258,0.0
0.0011564652074040984,-0.00020421679262863646
0.0011791409957845709,-0.00020421679262863646
0.0012018167841650433,-0.00013614452841909097
0.001224492572545516,-0.00020421679262863646
0.0012471683609259884,0.0
0.0012698441493064609,-0.00013614452841909097
0.0012925199376869335,-6.807226420954549e-05
0.001315195726067406,0.0
0.0013378715144478784,-6.807226420954549e-05
0.001360547302828351,-0.00020421679262863646
0.0013832230912088235,-0.0004084335852572729
0.001405898879589296,-0.00027228905683818194
0.0014285746679697686,-6.807226420954549e-05
0.001451250456350241,-0.00013614452841909097
